 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    APmag,  S-brt,             delta,     deldot,     S-O-T,/r,     S-T-O,  Sky_motion, Sky_mot_PA, RelVel-ANG,  Lun_Sky_Brt, sky_SNR,
***************************************************************************************************************************************************************************************
$$SOE
 1912-Dec-30 00:00, , , 16 53 25.90, -19 08 16.8,    7.854,  4.686,  3.00227123737612, -8.9409651,   25.1140,/L,   11.1763,   1.3281546,  98.776885,  -10.51382,         n.a.,    n.a.,
 1913-Jan-06 00:00, , , 17 09 01.30, -19 37 33.6,    7.868,  4.719,  2.96411629540976, -9.9322802,   28.4950,/L,   12.5918,   1.3204944,  97.335934,  -11.86065,         n.a.,    n.a.,
 1913-Jan-13 00:00, , , 17 24 35.83, -20 01 04.1,    7.877,  4.750,  2.92200782531524,-10.8913672,   31.9095,/L,   13.9865,   1.3104462,  95.886248,  -13.24583,         n.a.,    n.a.,
 1913-Jan-20 00:00, , , 17 40 06.75, -20 18 50.5,    7.881,  4.779,  2.87612448131963,-11.7987839,   35.3537,/L,   15.3534,   1.2984908,  94.443027,  -14.65169,         n.a.,    n.a.,
 1913-Jan-27 00:00, , , 17 55 31.76, -20 30 59.9,    7.881,  4.805,  2.82665736303865,-12.6713260,   38.8277,/L,   16.6879,   1.2852484,  93.013589,  -16.09938,         n.a.,    n.a.,
 1913-Feb-03 00:00, , , 18 10 48.51, -20 37 42.2,    7.875,  4.830,  2.77368422702527,-13.5306091,   42.3367,/L,   17.9855,   1.2697567,  91.605498,  -17.63557,         n.a.,    n.a.,
 1913-Feb-10 00:00, , , 18 25 53.91, -20 39 11.4,    7.864,  4.853,  2.71731719651316,-14.3449105,   45.8833,/L,   19.2386,   1.2513165,  90.238579,  -19.24325,         n.a.,    n.a.,
 1913-Feb-17 00:00, , , 18 40 44.91, -20 35 47.7,    7.848,  4.874,  2.65778924259252,-15.0929131,   49.4679,/L,   20.4393,   1.2302994,  88.929630,  -20.90266,         n.a.,    n.a.,
 1913-Feb-24 00:00, , , 18 55 19.05, -20 27 55.4,    7.827,  4.893,  2.59535671526000,-15.7886802,   53.0934,/L,   21.5816,   1.2073492,  87.685971,  -22.63120,         n.a.,    n.a.,
 1913-Mar-03 00:00, , , 19 09 33.97, -20 16 00.6,    7.801,  4.912,  2.53016272091269,-16.4570955,   56.7687,/L,   22.6593,   1.1814099,  86.516417,  -24.49027,         n.a.,    n.a.,
 1913-Mar-10 00:00, , , 19 23 26.58, -20 00 34.6,    7.769,  4.929,  2.46237349303818,-17.0669286,   60.5023,/L,   23.6624,   1.1515033,  85.444337,  -26.47340,         n.a.,    n.a.,
 1913-Mar-17 00:00, , , 19 36 53.79, -19 42 14.4,    7.731,  4.946,  2.39228192506370,-17.5940734,   64.3001,/L,   24.5800,   1.1178371,  84.489102,  -28.56076,         n.a.,    n.a.,
 1913-Mar-24 00:00, , , 19 49 53.08, -19 21 39.2,    7.687,  4.961,  2.32021687629089,-18.0495633,   68.1687,/L,   25.4026,   1.0809987,  83.659776,  -30.76859,         n.a.,    n.a.,
 1913-Mar-31 00:00, , , 20 02 22.02, -18 59 29.1,    7.637,  4.975,  2.24640114369904,-18.4586428,   72.1220,/L,   26.1201,   1.0397270,  82.972481,  -33.17789,         n.a.,    n.a.,
 1913-Apr-07 00:00, , , 20 14 17.23, -18 36 30.5,    7.581,  4.986,  2.17107835723799,-18.7887198,   76.1768,/L,   26.7177,   0.9926261,  82.465563,  -35.80205,         n.a.,    n.a.,
 1913-Apr-14 00:00, , , 20 25 35.05, -18 13 34.8,    7.517,  4.995,  2.09463486865740,-19.0099996,   80.3471,/L,   27.1787,   0.9396751,  82.177010,  -38.62550,         n.a.,    n.a.,
 1913-Apr-21 00:00, , , 20 36 12.24, -17 51 34.2,    7.446,  5.002,  2.01751520779312,-19.1286733,   84.6463,/L,   27.4870,   0.8813742,  82.140117,  -41.66737,         n.a.,    n.a.,
 1913-Apr-28 00:00, , , 20 46 05.41, -17 31 21.6,    7.368,  5.006,  1.94007785236831,-19.1650789,   89.0961,/L,   27.6255,   0.8161762,  82.422019,  -45.03693,         n.a.,    n.a.,
 1913-May-05 00:00, , , 20 55 09.79, -17 13 56.9,    7.282,  5.008,  1.86272144403908,-19.0806333,   93.7242,/L,   27.5712,   0.7423352,  83.155139,  -48.78151,         n.a.,    n.a.,
 1913-May-12 00:00, , , 21 03 20.01, -17 00 24.4,    7.187,  5.006,  1.78602262401452,-18.8347998,   98.5560,/L,   27.2978,   0.6599471,  84.528917,  -52.89380,         n.a.,    n.a.,
 1913-May-19 00:00, , , 21 10 30.97, -16 51 46.3,    7.085,  5.000,  1.71065678858610,-18.4251964,  103.6145,/L,   26.7803,   0.5701698,  86.838959,  -57.38496,         n.a.,    n.a.,
 1913-May-26 00:00, , , 21 16 37.25, -16 49 02.5,    6.974,  4.989,  1.63725205033617,-17.8604510,  108.9294,/L,   25.9931,   0.4725241,  90.741910,  -62.36328,         n.a.,    n.a.,
 1913-Jun-02 00:00, , , 21 21 31.98, -16 53 15.7,    6.855,  4.972,  1.56652564604522,-17.0899196,  114.5380,/L,   24.9049,   0.3683419,  97.784627,  -67.79791,         n.a.,    n.a.,
 1913-Jun-09 00:00, , , 21 25 07.99, -17 05 24.0,    6.729,  4.948,  1.49942456392194,-16.0601237,  120.4720,/L,   23.4848,   0.2666616,  111.72472,  -73.25099,         n.a.,    n.a.,
 1913-Jun-16 00:00, , , 21 27 19.46, -17 26 06.8,    6.596,  4.916,  1.43703294983167,-14.7637318,  126.7512,/L,   21.7098,   0.1945182,  140.54382,  -77.10895,         n.a.,    n.a.,
 1913-Jun-23 00:00, , , 21 28 01.82, -17 55 40.7,    6.457,  4.875,  1.38040430660940,-13.2041977,  133.3915,/L,   19.5656,   0.2024291,  181.76123,  -75.65101,         n.a.,    n.a.,
 1913-Jun-30 00:00, , , 21 27 11.36, -18 33 59.3,    6.315,  4.822,  1.33068866431303,-11.3356347,  140.4023,/L,   17.0463,   0.2878500,  208.82279,  -67.78259,         n.a.,    n.a.,
 1913-Jul-07 00:00, , , 21 24 47.86, -19 20 16.3,    6.171,  4.757,  1.28921056948797, -9.1282407,  147.7627,/L,   14.1671,   0.3973805,  222.10323,  -55.84796,         n.a.,    n.a.,
 1913-Jul-14 00:00, , , 21 20 57.49, -20 12 49.8,    6.027,  4.678,  1.25728018262172, -6.6261244,  155.3977,/L,   10.9825,   0.4990488,  229.40927,  -41.14466,         n.a.,    n.a.,
 1913-Jul-21 00:00, , , 21 15 52.75, -21 09 11.8,    5.883,  4.580,  1.23594211546009, -3.8945270,  163.1403,/L,    7.6049,   0.5783871,  234.18245,  -24.26544,         n.a.,    n.a.,
 1913-Jul-28 00:00, , , 21 09 51.48, -22 06 27.3,    5.743,  4.465,  1.22605191797230, -0.9705998,  170.4563,/L,    4.3261,   0.6253294,  237.72124,  -5.984140,         n.a.,    n.a.,
 1913-Aug-04 00:00, , , 21 03 17.98, -23 01 24.6,    5.676,  4.399,  1.22826026204164,  2.0736730,  174.0223,/L,    2.7037,   0.6313170,  240.54991,  12.469675,         n.a.,    n.a.,
 1913-Aug-11 00:00, , , 20 56 42.03, -23 50 58.0,    5.811,  4.510,  1.24278924040287,  5.0977320,  169.0040,/T,    4.9340,   0.5934962,  242.91281,  29.755050,         n.a.,    n.a.,
 1913-Aug-18 00:00, , , 20 50 33.41, -24 32 46.1,    5.985,  4.638,  1.26929687682183,  7.9888084,  161.5258,/T,    8.1828,   0.5187060,  244.97417,  45.106132,         n.a.,    n.a.,
 1913-Aug-25 00:00, , , 20 45 17.46, -25 05 27.6,    6.159,  4.746,  1.30713893578685, 10.6976340,  153.8178,/T,   11.3833,   0.4152265,  246.82423,  58.478142,         n.a.,    n.a.,
 1913-Sep-01 00:00, , , 20 41 14.57, -25 28 29.6,    6.331,  4.834,  1.35548628901466, 13.1757566,  146.2616,/T,   14.3215,   0.2907936,  248.55746,  70.118421,         n.a.,    n.a.,
 1913-Sep-08 00:00, , , 20 38 39.38, -25 41 56.2,    6.501,  4.907,  1.41325866576200, 15.3484458,  138.9867,/T,   16.9134,   0.1545314,  250.56859,  80.240621,         n.a.,    n.a.,
 1913-Sep-15 00:00, , , 20 37 38.60, -25 46 23.2,    6.666,  4.966,  1.47916106370333, 17.2035316,  132.0419,/T,   19.1276,   0.0178130,  265.85896,  88.939386,         n.a.,    n.a.,
 1913-Sep-22 00:00, , , 20 38 12.10, -25 42 41.9,    6.825,  5.015,  1.55198812777996, 18.7797577,  125.4300,/T,   20.9641,   0.1156693,  67.767241,  83.408813,         n.a.,    n.a.,
 1913-Sep-29 00:00, , , 20 40 16.29, -25 31 40.0,    6.977,  5.053,  1.63066464594778, 20.0970878,  119.1368,/T,   22.4361,   0.2413836,  69.492823,  76.680656,         n.a.,    n.a.,
 1913-Oct-06 00:00, , , 20 43 45.72, -25 13 57.2,    7.120,  5.083,  1.71411033579730, 21.1357990,  113.1462,/T,   23.5634,   0.3581510,  70.135051,  70.653870,         n.a.,    n.a.,
 1913-Oct-13 00:00, , , 20 48 32.38, -24 50 11.4,    7.255,  5.106,  1.80122662352158, 21.9231199,  107.4347,/T,   24.3744,   0.4630175,  70.400998,  65.305126,         n.a.,    n.a.,
 1913-Oct-20 00:00, , , 20 54 27.06, -24 20 55.4,    7.381,  5.121,  1.89111137035851, 22.5121045,  101.9690,/T,   24.9018,   0.5563881,  70.444238,  60.534972,         n.a.,    n.a.,
 1913-Oct-27 00:00, , , 21 01 21.31, -23 46 32.7,    7.497,  5.131,  1.98302011267002, 22.9237891,   96.7169,/T,   25.1746,   0.6400924,  70.333391,  56.205066,         n.a.,    n.a.,
 1913-Nov-03 00:00, , , 21 09 07.74, -23 07 19.5,    7.604,  5.136,  2.07619880906392, 23.1369923,   91.6555,/T,   25.2179,   0.7148308,  70.113779,  52.210751,         n.a.,    n.a.,
 1913-Nov-10 00:00, , , 21 17 38.77, -22 23 33.4,    7.703,  5.137,  2.16986443230280, 23.1734523,   86.7651,/T,   25.0578,   0.7799066,  69.814253,  48.563633,         n.a.,    n.a.,
 1913-Nov-17 00:00, , , 21 26 47.13, -21 35 32.4,    7.792,  5.134,  2.26339780653715, 23.0769154,   82.0220,/T,   24.7195,   0.8365883,  69.455816,  45.234125,         n.a.,    n.a.,
 1913-Nov-24 00:00, , , 21 36 26.89, -20 43 30.2,    7.874,  5.128,  2.35630090430096, 22.8595135,   77.4037,/T,   24.2238,   0.8868410,  69.056963,  42.143885,         n.a.,    n.a.,
 1913-Dec-01 00:00, , , 21 46 33.32, -19 47 38.0,    7.947,  5.120,  2.44803342681598, 22.4939359,   72.8958,/T,   23.5870,   0.9313704,  68.639061,  39.218967,         n.a.,    n.a.,
 1913-Dec-08 00:00, , , 21 57 01.78, -18 48 11.3,    8.013,  5.109,  2.53800336390275, 21.9950306,   68.4894,/T,   22.8259,   0.9696167,  68.218833,  36.478046,         n.a.,    n.a.,
 1913-Dec-15 00:00, , , 22 07 47.92, -17 45 28.0,    8.071,  5.095,  2.62575435417766, 21.4011169,   64.1723,/T,   21.9573,   1.0024580,  67.805632,  33.923630,         n.a.,    n.a.,
 1913-Dec-22 00:00, , , 22 18 48.43, -16 39 43.9,    8.121,  5.079,  2.71093694560423, 20.7216368,   59.9311,/T,   20.9942,   1.0314179,  67.407137,  31.509714,         n.a.,    n.a.,
 1913-Dec-29 00:00, , , 22 30 00.91, -15 31 12.6,    8.165,  5.061,  2.79314727795565, 19.9269095,   55.7579,/T,   19.9464,   1.0569148,  67.036635,  29.177138,         n.a.,    n.a.,
 1914-Jan-05 00:00, , , 22 41 22.96, -14 20 12.3,    8.202,  5.041,  2.87192193620846, 19.0286190,   51.6502,/T,   18.8249,   1.0783061,  66.704704,  26.942605,         n.a.,    n.a.,
 1914-Jan-12 00:00, , , 22 52 52.27, -13 07 03.9,    8.233,  5.020,  2.94691880132509, 18.0630826,   47.6036,/T,   17.6408,   1.0960894,  66.414486,  24.823196,         n.a.,    n.a.,
 1914-Jan-19 00:00, , , 23 04 27.22, -11 52 05.5,    8.256,  4.997,  3.01790415770301, 17.0412944,   43.6109,/T,   16.4031,   1.1114683,  66.167491,  22.793057,         n.a.,    n.a.,
 1914-Jan-26 00:00, , , 23 16 06.90, -10 35 33.1,    8.274,  4.973,  3.08459045431974, 15.9326432,   39.6674,/T,   15.1179,   1.1247066,  65.972558,  20.799329,         n.a.,    n.a.,
 1914-Feb-02 00:00, , , 23 27 50.25, -09 17 46.4,    8.285,  4.947,  3.14662773833461, 14.7473636,   35.7741,/T,   13.7930,   1.1351175,  65.836376,  18.854413,         n.a.,    n.a.,
 1914-Feb-09 00:00, , , 23 39 36.17, -07 59 07.4,    8.290,  4.919,  3.20377822419260, 13.5203809,   31.9318,/T,   12.4371,   1.1429519,  65.758334,  16.981167,         n.a.,    n.a.,
 1914-Feb-16 00:00, , , 23 51 23.97, -06 39 54.9,    8.289,  4.888,  3.25591666000264, 12.2654096,   28.1390,/T,   11.0574,   1.1492126,  65.736174,  15.167906,         n.a.,    n.a.,
 1914-Feb-23 00:00, , , 00 03 13.53, -05 20 25.1,    8.281,  4.855,  3.30286875531912, 10.9507689,   24.3955,/T,    9.6597,   1.1541235,  65.776332,  13.363822,         n.a.,    n.a.,
 1914-Mar-02 00:00, , , 00 15 04.51, -04 00 57.4,    8.267,  4.819,  3.34439197214666,  9.5850843,   20.7093,/T,    8.2525,   1.1569704,  65.883193,  11.576178,         n.a.,    n.a.,
 1914-Mar-09 00:00, , , 00 26 56.38, -02 41 52.6,    8.246,  4.781,  3.38034711426716,  8.2014869,   17.0961,/T,    6.8482,   1.1578447,  66.053823,  9.8293588,         n.a.,    n.a.,
 1914-Mar-16 00:00, , , 00 38 48.85, -01 23 28.8,    8.217,  4.740,  3.41070834664514,  6.8157717,   13.5848,/T,    5.4641,   1.1576071,  66.283679,  8.1220388,         n.a.,    n.a.,
 1914-Mar-23 00:00, , , 00 50 42.12, -00 06 00.7,    8.182,  4.696,  3.43540594289364,  5.3950986,   10.2440,/T,    4.1331,   1.1564991,  66.577939,  6.4040733,         n.a.,    n.a.,
 1914-Mar-30 00:00, , , 01 02 36.08, +01 10 14.0,    8.143,  4.651,  3.45429176827610,  3.9455214,    7.2755,/T,    2.9410,   1.1537674,  66.939642,  4.6763898,         n.a.,    n.a.,
 1914-Apr-06 00:00, , , 01 14 30.35, +02 24 56.7,    8.113,  4.619,  3.46731155902325,  2.4983335,    5.2989,/T,    2.1430,   1.1493809,  67.364148,  2.9631199,         n.a.,    n.a.,
 1914-Apr-13 00:00, , , 01 26 24.66, +03 37 51.3,    8.127,  4.633,  3.47452267963464,  1.0704044,    5.4735,/L,    2.2114,   1.1440892,  67.845359,  1.2704517,         n.a.,    n.a.,
 1914-Apr-20 00:00, , , 01 38 19.15, +04 48 45.2,    8.178,  4.689,  3.47594322923487, -0.3716406,    7.6351,/L,    3.0799,   1.1381612,  68.387731,  -0.450914,         n.a.,    n.a.,
 1914-Apr-27 00:00, , , 01 50 13.62, +05 57 23.6,    8.236,  4.754,  3.47150187972775, -1.8250499,   10.6285,/L,    4.2766,   1.1307855,  68.993357,  -2.208200,         n.a.,    n.a.,
 1914-May-04 00:00, , , 02 02 07.49, +07 03 30.4,    8.289,  4.816,  3.46121203657107, -3.2597058,   13.9254,/L,    5.5822,   1.1218098,  69.655904,  -3.978398,         n.a.,    n.a.,
 1914-May-11 00:00, , , 02 14 00.20, +08 06 52.8,    8.334,  4.875,  3.44519812914434, -4.6580439,   17.3547,/L,    6.9224,   1.1118921,  70.367824,  -5.749732,         n.a.,    n.a.,
 1914-May-18 00:00, , , 02 25 51.52, +09 07 21.1,    8.373,  4.930,  3.42354995521553, -6.0528971,   20.8591,/L,    8.2688,   1.1013068,  71.133062,  -7.570370,         n.a.,    n.a.,
 1914-May-25 00:00, , , 02 37 40.89, +10 04 43.6,    8.404,  4.980,  3.39626052968371, -7.4446570,   24.4172,/L,    9.6063,   1.0891624,  71.952826,  -9.457798,         n.a.,    n.a.,
 1914-Jun-01 00:00, , , 02 49 27.21, +10 58 48.4,    8.429,  5.027,  3.36340036260726, -8.8032801,   28.0189,/L,   10.9240,   1.0751576,  72.818755,  -11.39147,         n.a.,    n.a.,
 1914-Jun-08 00:00, , , 03 01 09.33, +11 49 26.6,    8.448,  5.070,  3.32515491053173,-10.1099318,   31.6599,/L,   12.2140,   1.0598677,  73.721570,  -13.35505,         n.a.,    n.a.,
 1914-Jun-15 00:00, , , 03 12 46.41, +12 36 32.6,    8.461,  5.109,  3.28168089761858,-11.3958162,   35.3443,/L,   13.4711,   1.0435266,  74.664922,  -15.39619,         n.a.,    n.a.,
 1914-Jun-22 00:00, , , 03 24 17.20, +13 19 59.5,    8.467,  5.146,  3.23303778350225,-12.6631723,   39.0794,/L,   14.6898,   1.0251247,  75.649201,  -17.54503,         n.a.,    n.a.,
 1914-Jun-29 00:00, , , 03 35 39.80, +13 59 40.7,    8.467,  5.179,  3.17935934778017,-13.8807134,   42.8708,/L,   15.8623,   1.0041549,  76.663718,  -19.78656,         n.a.,    n.a.,
 1914-Jul-06 00:00, , , 03 46 52.18, +14 35 33.2,    8.461,  5.209,  3.12090502888344,-15.0268370,   46.7228,/L,   16.9812,   0.9810958,  77.697091,  -22.10049,         n.a.,    n.a.,
 1914-Jul-13 00:00, , , 03 57 52.57, +15 07 37.2,    8.448,  5.236,  3.05791489726975,-16.1300262,   50.6445,/L,   18.0407,   0.9560689,  78.753401,  -24.53619,         n.a.,    n.a.,
 1914-Jul-20 00:00, , , 04 08 38.75, +15 35 52.6,    8.430,  5.261,  2.99054029585501,-17.1918614,   54.6494,/L,   19.0331,   0.9278692,  79.832915,  -27.14004,         n.a.,    n.a.,
 1914-Jul-27 00:00, , , 04 19 07.64, +16 00 20.1,    8.404,  5.282,  2.91901153982968,-18.1779948,   58.7491,/L,   19.9479,   0.8956918,  80.922874,  -29.90876,         n.a.,    n.a.,
 1914-Aug-03 00:00, , , 04 29 15.96, +16 21 05.1,    8.372,  5.300,  2.84370450287222,-19.0616020,   62.9527,/L,   20.7739,   0.8598706,  82.009793,  -32.81978,         n.a.,    n.a.,
 1914-Aug-10 00:00, , , 04 39 00.65, +16 38 16.1,    8.332,  5.315,  2.76499246561180,-19.8667547,   67.2728,/L,   21.5007,   0.8203167,  83.100595,  -35.92875,         n.a.,    n.a.,
 1914-Aug-17 00:00, , , 04 48 18.05, +16 52 01.8,    8.285,  5.328,  2.68318076241910,-20.5903824,   71.7286,/L,   22.1158,   0.7755050,  84.198462,  -39.30538,         n.a.,    n.a.,
 1914-Aug-24 00:00, , , 04 57 03.45, +17 02 32.9,    8.230,  5.336,  2.59867303223212,-21.1918076,   76.3391,/L,   22.6021,   0.7242287,  85.291444,  -42.97014,         n.a.,    n.a.,
 1914-Aug-31 00:00, , , 05 05 11.78, +17 10 05.3,    8.167,  5.342,  2.51205233898640,-21.6352681,   81.1202,/L,   22.9415,   0.6666537,  86.366990,  -46.90430,         n.a.,    n.a.,
 1914-Sep-07 00:00, , , 05 12 38.19, +17 14 58.1,    8.096,  5.343,  2.42392970017152,-21.9371916,   86.0902,/L,   23.1160,   0.6024520,  87.446487,  -51.17801,         n.a.,    n.a.,
 1914-Sep-14 00:00, , , 05 19 17.02, +17 17 30.3,    8.016,  5.342,  2.33488733342036,-22.0839349,   91.2756,/L,   23.1045,   0.5297717,  88.557029,  -55.89958,         n.a.,    n.a.,
 1914-Sep-21 00:00, , , 05 25 01.44, +17 18 04.1,    7.927,  5.335,  2.24564907425333,-22.0230828,   96.7050,/L,   22.8808,   0.4471995,  89.724163,  -61.13601,         n.a.,    n.a.,
 1914-Sep-28 00:00, , , 05 29 44.32, +17 17 06.3,    7.829,  5.324,  2.15717061528834,-21.7059993,  102.4025,/L,   22.4175,   0.3552412,  91.014110,  -66.88927,         n.a.,    n.a.,
 1914-Oct-05 00:00, , , 05 33 19.15, +17 15 05.0,    7.723,  5.307,  2.07047990580526,-21.1385702,  108.3912,/L,   21.6892,   0.2541263,  92.730465,  -73.25433,         n.a.,    n.a.,
 1914-Oct-12 00:00, , , 05 35 39.01, +17 12 27.2,    7.608,  5.284,  1.98662795128667,-20.2932097,  114.7010,/L,   20.6686,   0.1430402,  96.166296,  -80.39270,         n.a.,    n.a.,
 1914-Oct-19 00:00, , , 05 36 36.75, +17 09 40.0,    7.484,  5.253,  1.90685791064891,-19.1068333,  121.3615,/L,   19.3278,   0.0261750,  127.43851,  -88.19139,         n.a.,    n.a.,
 1914-Oct-26 00:00, , , 05 36 06.70, +17 07 12.2,    7.354,  5.214,  1.83267177770042,-17.5299261,  128.3890,/L,   17.6450,   0.1074067,  262.64281,  -82.27038,         n.a.,    n.a.,
 1914-Nov-02 00:00, , , 05 34 06.47, +17 05 27.9,    7.217,  5.165,  1.76561958573421,-15.5795812,  135.7834,/L,   15.6120,   0.2353872,  267.66786,  -72.12806,         n.a.,    n.a.,
 1914-Nov-09 00:00, , , 05 30 36.57, +17 04 44.6,    7.077,  5.105,  1.70721489019412,-13.2485860,  143.5342,/L,   13.2345,   0.3608262,  269.38010,  -60.66347,         n.a.,    n.a.,
 1914-Nov-16 00:00, , , 05 25 41.50, +17 05 15.3,    6.932,  5.031,  1.65903667974398,-10.5182318,  151.6027,/L,   10.5388,   0.4761094,  270.36917,  -47.77052,         n.a.,    n.a.,
 1914-Nov-23 00:00, , , 05 19 32.19, +17 07 11.4,    6.786,  4.940,  1.62267138899072, -7.4201859,  159.8803,/L,    7.5917,   0.5701744,  271.12439,  -33.56722,         n.a.,    n.a.,
 1914-Nov-30 00:00, , , 05 12 27.03, +17 10 39.5,    6.637,  4.830,  1.59937127545327, -4.0742435,  168.0481,/L,    4.5575,   0.6341334,  271.80723,  -18.38820,         n.a.,    n.a.,
 1914-Dec-07 00:00, , , 05 04 49.08, +17 15 43.8,    6.509,  4.721,  1.58992576725113, -0.5817399,  174.2314,/L,    2.2072,   0.6629724,  272.56327,  -2.619837,         n.a.,    n.a.,
 1914-Dec-14 00:00, , , 04 57 04.29, +17 22 32.5,    6.580,  4.790,  1.59474010189895,  2.9635437,  170.9321,/T,    3.4547,   0.6535766,  273.57740,  13.231188,         n.a.,    n.a.,
 1914-Dec-21 00:00, , , 04 49 40.31, +17 31 20.3,    6.730,  4.915,  1.61378215911573,  6.4275166,  163.0243,/T,    6.4101,   0.6052097,  275.10685,  28.561072,         n.a.,    n.a.,
 1914-Dec-28 00:00, , , 04 43 03.23, +17 42 22.5,    6.878,  5.019,  1.64637830920171,  9.6485102,  154.6694,/T,    9.4178,   0.5244388,  277.50961,  42.749310,         n.a.,    n.a.,
 1915-Jan-04 00:00, , , 04 37 33.13, +17 55 50.4,    7.023,  5.103,  1.69136241604939, 12.5482126,  146.4226,/T,   12.2172,   0.4220792,  281.52832,  55.482291,         n.a.,    n.a.,
 1915-Jan-11 00:00, , , 04 33 23.57, +18 11 52.1,    7.166,  5.172,  1.74737137768232, 15.0991200,  138.4346,/T,   14.7180,   0.3091469,  289.04194,  66.612750,         n.a.,    n.a.,
 1915-Jan-18 00:00, , , 04 30 42.96, +18 30 30.4,    7.305,  5.227,  1.81292564444116, 17.2594270,  130.7720,/T,   16.8759,   0.2004112,  305.81075,  75.723164,         n.a.,    n.a.,
 1915-Jan-25 00:00, , , 04 29 34.76, +18 51 37.3,    7.439,  5.269,  1.88634634240050, 18.9915231,  123.4686,/T,   18.6742,   0.1361459,  346.25775,  80.716440,         n.a.,    n.a.,
 1915-Feb-01 00:00, , , 04 29 57.31, +19 14 54.1,    7.565,  5.302,  1.96595913501490, 20.3318833,  116.5266,/T,   20.1197,   0.1718645,  32.463494,  78.641770,         n.a.,    n.a.,
 1915-Feb-08 00:00, , , 04 31 45.97, +19 39 57.0,    7.684,  5.325,  2.05029989708434, 21.3383355,  109.9285,/T,   21.2321,   0.2602644,  53.388995,  73.180714,         n.a.,    n.a.,
 1915-Feb-15 00:00, , , 04 34 55.45, +20 06 19.5,    7.793,  5.341,  2.13806587293782, 22.0237307,  103.6531,/T,   22.0347,   0.3565654,  62.881421,  67.294501,         n.a.,    n.a.,
 1915-Feb-22 00:00, , , 04 39 19.81, +20 33 30.1,    7.894,  5.350,  2.22795250024380, 22.3935334,   97.6821,/T,   22.5534,   0.4480146,  68.187076,  61.684558,         n.a.,    n.a.,
 1915-Mar-01 00:00, , , 04 44 51.97, +21 00 55.0,    7.985,  5.352,  2.31878545575571, 22.5025921,   91.9910,/T,   22.8186,   0.5308110,  71.662953,  56.528362,         n.a.,    n.a.,
 1915-Mar-08 00:00, , , 04 51 25.00, +21 28 01.5,    8.067,  5.349,  2.40963922070481, 22.4111366,   86.5502,/T,   22.8599,   0.6050492,  74.236495,  51.819391,         n.a.,    n.a.,
 1915-Mar-15 00:00, , , 04 58 53.09, +21 54 19.4,    8.141,  5.341,  2.49973540136955, 22.1241855,   81.3334,/T,   22.7019,   0.6720005,  76.339308,  47.454109,         n.a.,    n.a.,
 1915-Mar-22 00:00, , , 05 07 10.93, +22 19 18.3,    8.205,  5.329,  2.58826710016990, 21.6419102,   76.3227,/T,   22.3670,   0.7313209,  78.165045,  43.405769,         n.a.,    n.a.,
 1915-Mar-29 00:00, , , 05 16 12.94, +22 42 29.0,    8.261,  5.313,  2.67452349165922, 21.0072091,   71.5002,/T,   21.8780,   0.7830987,  79.814716,  39.683769,         n.a.,    n.a.,
 1915-Apr-05 00:00, , , 05 25 53.95, +23 03 25.8,    8.308,  5.293,  2.75799253140086, 20.2685892,   66.8448,/T,   21.2553,   0.8286673,  81.356554,  36.265016,         n.a.,    n.a.,
 1915-Apr-12 00:00, , , 05 36 09.92, +23 21 45.9,    8.348,  5.270,  2.83826222372959, 19.4190710,   62.3366,/T,   20.5146,   0.8696238,  82.843807,  33.057184,         n.a.,    n.a.,
 1915-Apr-19 00:00, , , 05 46 57.17, +23 37 07.6,    8.380,  5.244,  2.91485013529999, 18.4504548,   57.9636,/T,   19.6694,   0.9057868,  84.296509,  30.030753,         n.a.,    n.a.,
 1915-Apr-26 00:00, , , 05 58 11.74, +23 49 11.8,    8.405,  5.214,  2.98733297047852, 17.3952934,   53.7151,/T,   18.7339,   0.9371920,  85.721394,  27.200976,         n.a.,    n.a.,
 1915-May-03 00:00, , , 06 09 49.86, +23 57 42.8,    8.424,  5.182,  3.05544756566982, 16.2941774,   49.5778,/T,   17.7208,   0.9648434,  87.126849,  24.569185,         n.a.,    n.a.,
 1915-May-10 00:00, , , 06 21 48.70, +24 02 27.3,    8.435,  5.147,  3.11900398193222, 15.1336818,   45.5367,/T,   16.6391,   0.9900333,  88.525955,  22.066417,         n.a.,    n.a.,
 1915-May-17 00:00, , , 06 34 05.62, +24 03 13.4,    8.440,  5.109,  3.17771525939502, 13.8995537,   41.5831,/T,   15.4964,   1.0124176,  89.916450,  19.664150,         n.a.,    n.a.,
 1915-May-24 00:00, , , 06 46 37.66, +23 59 52.6,    8.438,  5.069,  3.23132868135882, 12.6178020,   37.7109,/T,   14.3015,   1.0318259,  91.291241,  17.379979,         n.a.,    n.a.,
 1915-May-31 00:00, , , 06 59 21.94, +23 52 19.4,    8.430,  5.026,  3.27972806293855, 11.3244279,   33.9115,/T,   13.0626,   1.0489518,  92.648042,  15.228909,         n.a.,    n.a.,
 1915-Jun-07 00:00, , , 07 12 16.39, +23 40 30.0,    8.416,  4.982,  3.32285800550139, 10.0036133,   30.1737,/T,   11.7849,   1.0648620,  93.990392,  13.159439,         n.a.,    n.a.,
 1915-Jun-14 00:00, , , 07 25 19.10, +23 24 21.8,    8.395,  4.934,  3.36055157025044,  8.6366007,   26.4904,/T,   10.4729,   1.0791108,  95.310569,  11.141031,         n.a.,    n.a.,
